,Year,Month,Day,Temp high (°C),Temp avg (°C),Temp low (°C),Dew Point high (°C),Dew Point avg (°C),Dew Point low (°C),Humidity (%) high,Humidity (%) avg,Humidity (%) low,Sea Level Press. (hPa) high,Sea Level Press. (hPa) avg,Sea Level Press. (hPa) low,Visibility (km) high,Visibility (km) avg,Visibility (km) low,Wind (km/h) low,Wind (km/h) avg,Wind (km/h) high,Precip. (mm) sum,WeatherEvent
2338,2015,May,29,29,24,18,16,13,11,76,57,37,1026,1025,1023,16,16,14,19,7,27,0,
2339,2015,May,30,29,24,19,18,17,16,84,68,51,1024,1021,1017,16,16,14,23,9,40,0,
2340,2015,May,31,31,22,14,22,18,13,97,74,51,1020,1018,1016,16,10,0,32,9,45,37.08,"Fog , Rain"
2341,2015,Jun,1,14,13,11,13,12,9,93,90,86,1021,1020,1019,16,7,2,26,17,47,18.29,Rain
2342,2015,Jun,2,13,12,10,11,9,8,93,88,83,1023,1021,1019,16,10,2,23,10,31,9.4,Rain
2343,2015,Jun,3,21,16,11,11,9,7,93,67,40,1025,1023,1022,16,16,8,16,7,26,0,
2344,2015,Jun,4,18,16,12,10,9,8,77,69,60,1026,1024,1023,16,16,16,19,8,26,0,
2345,2015,Jun,5,21,17,13,15,12,8,93,80,66,1023,1019,1013,16,10,1,14,5,23,3.3,Rain
2346,2015,Jun,6,24,20,16,17,12,-1,97,60,22,1019,1013,1011,16,10,1,14,7,35,4.83,Rain
2347,2015,Jun,7,23,18,13,9,6,-1,55,44,32,1023,1021,1019,16,16,16,19,6,37,0,
2348,2015,Jun,8,26,22,17,18,14,10,72,63,54,1020,1013,1008,16,16,11,24,10,43,1.52,Rain
2349,2015,Jun,9,28,24,20,20,17,12,90,65,39,1009,1006,1003,16,14,11,24,8,40,0.25,Rain
2350,2015,Jun,10,28,23,18,14,13,12,68,53,37,1012,1011,1009,16,16,14,21,5,31,0,
2351,2015,Jun,11,32,27,22,19,18,14,68,58,47,1013,1012,1011,16,11,10,23,7,31,0,
2352,2015,Jun,12,31,27,23,22,18,13,65,54,43,1015,1013,1010,16,14,8,21,7,37,0,
2353,2015,Jun,13,30,26,22,21,15,8,65,48,30,1016,1013,1009,16,16,16,23,9,35,0,
2354,2015,Jun,14,31,25,19,18,15,13,93,64,34,1019,1017,1016,16,14,4,16,4,29,9.14,Rain
2355,2015,Jun,15,28,23,18,22,19,16,97,83,69,1018,1015,1013,16,5,1,27,7,40,14.48,Rain
2356,2015,Jun,16,26,22,18,22,19,16,87,74,60,1015,1012,1009,16,8,1,13,4,21,6.86,Rain
2357,2015,Jun,17,28,23,19,16,14,13,78,60,42,1022,1019,1014,16,15,3,19,6,27,T,Rain
2358,2015,Jun,18,22,20,18,16,14,12,81,74,66,1021,1018,1014,16,16,13,13,6,24,0,
2359,2015,Jun,19,31,26,20,19,17,14,84,66,47,1016,1013,1012,16,15,11,16,6,26,0,
2360,2015,Jun,20,24,21,18,19,15,10,90,70,49,1020,1017,1013,16,11,4,24,9,35,T,Rain
2361,2015,Jun,21,31,27,22,22,21,19,93,72,50,1011,1008,1006,16,8,1,26,7,45,16.26,Rain
2362,2015,Jun,22,31,26,21,21,16,13,87,62,37,1015,1014,1010,16,16,14,21,8,31,0,
2363,2015,Jun,23,32,28,24,23,20,15,79,66,52,1014,1011,1007,16,14,13,26,9,43,0.51,
2364,2015,Jun,24,29,24,20,16,12,9,63,50,36,1017,1015,1012,16,16,16,21,7,31,0,
2365,2015,Jun,25,28,23,18,16,11,8,64,49,33,1019,1016,1015,16,16,16,21,5,35,0,
2366,2015,Jun,26,27,24,21,16,14,12,73,58,42,1019,1015,1013,16,16,16,26,7,34,0,
2367,2015,Jun,27,22,18,14,16,13,9,97,72,47,1020,1016,1011,16,10,3,26,12,39,28.45,Rain
2368,2015,Jun,28,23,20,17,18,16,14,93,77,61,1011,1006,1004,16,9,3,29,9,40,7.37,Rain
2369,2015,Jun,29,24,21,17,14,13,12,72,59,46,1014,1012,1007,16,16,16,19,8,32,0,
2370,2015,Jun,30,28,24,20,20,16,13,70,56,42,1015,1013,1010,16,16,16,23,6,40,0,
2371,2015,Jul,1,28,24,21,21,18,13,90,68,45,1011,1009,1007,16,10,0,23,7,50,9.91,"Fog , Rain"
2372,2015,Jul,2,27,24,21,16,14,13,68,58,48,1013,1012,1011,16,16,13,13,2,19,0,
2373,2015,Jul,3,28,23,19,16,12,9,68,52,35,1015,1014,1012,16,16,14,14,5,21,0,
2374,2015,Jul,4,24,22,21,16,14,11,73,60,46,1016,1014,1014,16,16,13,14,5,23,T,Rain
2375,2015,Jul,5,28,24,20,18,16,14,73,60,46,1021,1019,1017,16,15,11,11,2,19,0,
2376,2015,Jul,6,28,26,22,20,18,17,84,68,51,1022,1020,1019,16,14,8,19,5,29,0,
2377,2015,Jul,7,31,28,24,24,22,19,91,76,61,1020,1016,1014,16,12,1,16,8,37,3.05,"Fog , Rain"
2378,2015,Jul,8,31,28,25,22,21,20,82,72,61,1014,1014,1013,16,12,8,21,5,35,T,
2379,2015,Jul,9,26,23,20,21,18,14,90,72,54,1017,1013,1009,16,9,2,19,7,29,7.62,Rain
2380,2015,Jul,10,29,26,22,22,17,12,93,65,37,1016,1013,1009,16,14,3,19,7,34,0,
2381,2015,Jul,11,31,26,21,16,13,10,61,45,28,1019,1018,1016,16,16,14,16,4,24,0,
2382,2015,Jul,12,32,27,22,16,16,14,64,50,36,1018,1016,1014,16,16,14,11,3,19,0,
2383,2015,Jul,13,31,27,23,18,16,13,64,53,42,1014,1012,1009,16,15,13,16,4,29,0,
2384,2015,Jul,14,28,26,23,23,21,16,87,74,60,1009,1004,1001,16,12,0,13,4,26,10.67,"Fog , Rain"
2385,2015,Jul,15,27,25,22,22,21,11,87,67,46,1012,1004,1001,16,9,1,21,7,35,3.05,"Fog , Rain"
2386,2015,Jul,16,27,22,18,14,9,7,61,46,30,1019,1016,1012,16,16,16,24,9,37,0,
2387,2015,Jul,17,27,23,19,16,15,13,73,62,50,1020,1018,1017,16,16,14,19,6,34,0,
2388,2015,Jul,18,29,26,22,22,20,16,79,72,64,1016,1014,1011,16,14,1,16,7,31,8.13,"Fog , Rain"
2389,2015,Jul,19,34,30,26,23,21,20,74,62,49,1012,1009,1007,16,15,13,23,5,35,0,
2390,2015,Jul,20,34,31,28,23,20,17,70,57,43,1007,1006,1004,16,15,11,19,7,31,0,
2391,2015,Jul,21,32,28,23,19,18,16,64,54,43,1005,1004,1001,16,15,13,16,4,31,T,
2392,2015,Jul,22,29,25,21,15,11,8,58,44,29,1012,1008,1005,16,16,16,23,9,37,0,
2393,2015,Jul,23,30,25,20,11,9,8,55,42,28,1014,1013,1012,16,16,16,21,6,31,0,
2394,2015,Jul,24,31,26,21,12,10,8,53,39,25,1014,1013,1012,16,16,16,16,3,24,0,
2395,2015,Jul,25,31,26,21,18,13,11,69,49,29,1016,1015,1014,16,16,16,16,5,31,0,
2396,2015,Jul,26,32,28,23,18,16,14,61,52,43,1016,1015,1013,16,16,14,19,7,35,T,
2397,2015,Jul,27,30,26,22,20,19,16,90,72,54,1017,1016,1015,16,14,3,32,5,35,9.14,Rain
2398,2015,Jul,28,35,29,24,21,18,15,82,57,31,1016,1015,1014,16,15,10,14,4,19,0,
2399,2015,Jul,29,36,31,26,22,19,16,69,51,33,1015,1014,1013,16,15,13,16,6,27,0,
2400,2015,Jul,30,31,28,24,25,23,21,85,75,65,1014,1011,1009,16,7,0,19,7,35,49.53,"Fog , Rain"
2401,2015,Jul,31,32,27,22,22,15,10,87,58,29,1012,1010,1009,16,15,6,19,5,29,0,
2402,2015,Aug,1,32,28,24,17,14,12,60,46,31,1011,1009,1008,16,16,16,23,7,35,0,
2403,2015,Aug,2,32,27,22,16,14,11,66,48,29,1013,1012,1011,16,16,16,19,3,27,0,
2404,2015,Aug,3,32,28,24,17,16,13,60,49,38,1011,1010,1008,16,16,16,19,8,34,0,
2405,2015,Aug,4,32,26,21,20,16,11,90,61,31,1013,1011,1009,16,13,1,37,9,58,10.92,"Fog , Rain"
2406,2015,Aug,5,31,27,22,15,13,11,61,47,32,1014,1012,1011,16,16,16,19,5,34,0,
2407,2015,Aug,6,28,24,19,12,11,10,59,47,34,1015,1014,1012,16,16,16,14,4,23,0,
2408,2015,Aug,7,29,25,21,13,12,11,61,48,34,1013,1013,1012,16,16,16,21,9,29,0,
2409,2015,Aug,8,28,24,20,15,13,11,73,58,42,1016,1015,1013,16,16,16,19,6,24,0,
2410,2015,Aug,9,29,25,20,17,14,12,73,54,34,1017,1016,1015,16,16,16,16,6,27,0,
2411,2015,Aug,10,29,25,21,18,16,12,73,57,40,1019,1017,1015,16,16,16,21,7,32,0,
2412,2015,Aug,11,27,24,22,22,19,17,93,79,64,1015,1010,1007,16,10,1,19,7,34,29.72,Rain
2413,2015,Aug,12,29,26,22,19,14,12,74,56,37,1014,1011,1009,16,16,16,19,7,31,0,
2414,2015,Aug,13,28,24,19,14,11,8,63,47,30,1020,1017,1014,16,16,16,16,5,24,0,
2415,2015,Aug,14,31,26,19,16,13,9,63,49,34,1022,1020,1019,16,16,16,14,5,29,0,
2416,2015,Aug,15,33,28,23,18,17,15,64,50,36,1020,1019,1018,16,16,16,13,5,26,0,
2417,2015,Aug,16,34,29,24,20,18,17,64,51,38,1020,1019,1017,16,16,14,14,3,27,0,
2418,2015,Aug,17,35,31,26,20,18,17,62,51,39,1019,1017,1016,16,15,14,16,5,24,0,
2419,2015,Aug,18,32,28,23,22,20,18,87,67,46,1018,1017,1015,16,13,3,23,6,40,7.37,Rain
2420,2015,Aug,19,31,28,25,22,21,20,79,70,61,1019,1017,1016,16,16,16,19,6,35,0,
2421,2015,Aug,20,30,28,25,22,21,18,79,67,55,1018,1016,1014,16,16,16,26,9,40,0.25,
2422,2015,Aug,21,31,26,22,23,18,12,94,65,35,1018,1016,1013,16,14,3,19,7,26,8.13,Rain
2423,2015,Aug,22,30,26,21,14,11,8,57,45,32,1020,1019,1017,16,15,10,16,7,26,0,
2424,2015,Aug,23,29,26,21,19,17,14,78,63,47,1017,1015,1013,16,16,16,16,6,23,0,
2425,2015,Aug,24,31,27,23,20,18,16,84,63,42,1014,1012,1010,16,16,13,14,4,29,0,
2426,2015,Aug,25,32,28,23,20,17,9,69,53,37,1012,1011,1009,16,16,14,16,6,29,0,
2427,2015,Aug,26,29,24,19,12,11,9,63,46,29,1016,1014,1013,16,16,16,19,6,31,0,
2428,2015,Aug,27,28,24,19,13,11,10,63,50,36,1020,1017,1016,16,16,16,16,5,27,0,
2429,2015,Aug,28,28,23,17,12,11,9,67,50,33,1023,1021,1020,16,16,16,13,4,23,0,
2430,2015,Aug,29,31,25,19,15,13,11,63,47,31,1023,1021,1019,16,16,16,19,3,32,0,
2431,2015,Aug,30,32,27,22,22,18,14,79,61,43,1020,1018,1016,16,14,2,19,6,31,3.3,Rain
2432,2015,Aug,31,33,29,24,20,18,17,74,56,38,1017,1016,1014,16,14,11,21,7,34,0,
2433,2015,Sep,1,32,28,24,19,18,16,69,54,38,1018,1017,1016,14,13,11,14,4,21,0,
2434,2015,Sep,2,33,28,23,21,18,16,74,59,44,1017,1015,1012,14,12,8,14,3,24,0,
2435,2015,Sep,3,34,29,23,21,18,13,74,51,28,1012,1011,1010,13,10,8,16,3,23,0,
2436,2015,Sep,4,29,26,22,19,18,16,69,60,51,1023,1018,1013,16,12,10,27,11,40,0,
2437,2015,Sep,5,28,24,19,17,14,5,78,52,25,1026,1024,1023,16,16,16,23,7,27,0,
2438,2015,Sep,6,31,24,18,14,13,10,73,54,34,1024,1022,1021,16,16,16,14,2,26,0,
2439,2015,Sep,7,33,27,21,19,17,14,84,58,32,1021,1018,1016,16,16,16,16,7,31,0,
2440,2015,Sep,8,36,31,24,21,18,16,69,50,30,1017,1015,1013,16,16,14,21,8,35,0,
2441,2015,Sep,9,32,28,24,22,21,19,76,64,52,1015,1012,1009,16,16,16,21,6,40,T,
2442,2015,Sep,10,26,24,21,22,21,20,93,88,82,1012,1010,1007,16,7,1,19,10,29,40.13,"Fog , Rain"
2443,2015,Sep,11,27,23,19,19,17,14,87,68,49,1010,1008,1006,16,15,6,23,8,31,0,
2444,2015,Sep,12,26,23,21,21,18,17,93,76,58,1011,1007,1004,16,14,2,23,7,35,7.37,Rain
2445,2015,Sep,13,27,22,17,20,16,9,90,68,45,1011,1006,1004,16,15,3,24,10,40,1.02,Rain
2446,2015,Sep,14,25,20,15,8,8,7,62,49,35,1023,1017,1012,16,16,16,23,10,37,0,
2447,2015,Sep,15,29,23,17,11,9,8,60,46,31,1027,1025,1023,16,16,16,13,4,21,0,
2448,2015,Sep,16,31,25,19,14,12,10,68,49,29,1027,1025,1023,16,16,16,11,2,18,0,
2449,2015,Sep,17,32,26,20,14,13,11,66,48,29,1023,1021,1018,16,16,16,19,4,24,0,
2450,2015,Sep,18,31,26,20,16,13,11,68,51,34,1018,1016,1015,16,16,13,14,3,26,0,
2451,2015,Sep,19,28,24,20,19,17,14,84,64,43,1016,1014,1011,16,15,8,19,4,32,0,
2452,2015,Sep,20,26,22,18,19,12,5,79,56,32,1020,1015,1011,16,16,16,24,13,37,0,
2453,2015,Sep,21,23,19,15,9,6,4,57,44,31,1024,1022,1020,16,16,16,27,12,39,0,
2454,2015,Sep,22,22,19,17,12,9,5,59,50,40,1027,1025,1024,16,16,16,23,11,29,0,
2455,2015,Sep,23,27,21,15,13,9,4,73,49,25,1025,1024,1022,16,16,16,14,5,21,0,
2456,2015,Sep,24,28,22,16,14,11,9,73,54,35,1028,1025,1024,16,16,16,21,7,29,0,
2457,2015,Sep,25,24,21,17,13,11,8,68,55,41,1029,1028,1027,16,16,16,21,10,29,0,
2458,2015,Sep,26,22,19,16,12,9,6,72,55,37,1032,1030,1028,16,16,16,29,10,42,0,
2459,2015,Sep,27,22,18,13,14,11,8,73,65,57,1032,1030,1027,16,16,16,14,8,23,0,
2460,2015,Sep,28,26,22,18,19,16,14,81,71,60,1027,1024,1020,16,15,11,14,5,24,0,
2461,2015,Sep,29,28,26,22,22,20,19,87,73,58,1021,1017,1011,16,15,6,16,4,29,2.79,Rain
2462,2015,Sep,30,26,21,15,22,19,10,93,78,63,1014,1008,1004,16,12,1,26,13,43,32,Rain
2463,2015,Oct,1,18,16,13,12,9,8,80,70,60,1022,1019,1015,16,16,11,26,14,39,2.29,Rain
2464,2015,Oct,2,14,12,9,10,7,7,86,79,72,1025,1023,1021,16,11,3,37,20,52,27.43,Rain
2465,2015,Oct,3,13,11,9,8,7,6,86,76,66,1028,1026,1024,16,10,3,34,19,50,8.89,Rain
2466,2015,Oct,4,17,14,12,7,6,4,71,57,43,1028,1026,1024,16,16,16,34,17,47,0,
2467,2015,Oct,5,19,16,11,9,7,4,68,58,48,1024,1022,1019,16,16,16,24,10,32,0,
2468,2015,Oct,6,23,17,11,11,8,4,83,58,33,1019,1016,1014,16,16,16,14,3,19,0,
2469,2015,Oct,7,23,19,14,11,9,9,72,58,44,1018,1015,1014,16,16,16,13,5,24,0,
2470,2015,Oct,8,22,19,15,13,10,8,78,61,44,1021,1020,1017,16,16,16,14,5,24,0,
2471,2015,Oct,9,26,21,16,18,16,11,93,75,56,1019,1012,1008,16,11,1,27,7,43,22.61,"Fog , Rain"
2472,2015,Oct,10,18,14,10,10,4,2,65,51,36,1021,1018,1013,16,16,16,19,4,35,0,
2473,2015,Oct,11,21,16,12,8,6,5,66,53,40,1018,1014,1011,16,16,16,16,6,27,0,
2474,2015,Oct,12,25,19,13,12,8,7,67,50,33,1011,1009,1006,16,16,16,16,6,27,0,
2475,2015,Oct,13,22,19,16,15,13,8,84,70,56,1006,1002,1000,16,16,14,16,6,26,0.25,
2476,2015,Oct,14,21,17,14,10,7,5,67,55,42,1012,1007,1004,16,16,16,19,6,31,0,
2477,2015,Oct,15,18,14,11,5,4,2,68,53,37,1016,1014,1012,16,16,16,16,7,27,0,
2478,2015,Oct,16,18,15,12,7,3,1,66,50,34,1017,1015,1012,16,16,16,21,9,35,0,
2479,2015,Oct,17,13,9,6,4,-2,-7,66,47,27,1023,1019,1017,16,16,16,21,9,39,0,
2480,2015,Oct,18,10,7,3,-4,-6,-9,59,43,26,1029,1025,1023,16,16,16,26,8,40,0,
2481,2015,Oct,19,12,7,2,-1,-4,-6,64,47,30,1033,1029,1025,16,16,16,23,6,39,0,
2482,2015,Oct,20,21,15,9,4,2,-1,56,42,28,1025,1023,1021,16,16,16,23,10,39,0,
2483,2015,Oct,21,24,19,14,11,7,4,67,50,33,1027,1025,1023,16,16,13,19,4,29,0,
2484,2015,Oct,22,24,19,14,9,8,7,62,52,41,1024,1021,1017,16,16,13,19,8,31,0,
2485,2015,Oct,23,18,13,7,9,1,-3,60,47,33,1028,1023,1019,16,16,8,23,11,35,0,
2486,2015,Oct,24,14,9,4,8,3,-2,72,62,51,1029,1027,1023,16,16,16,16,6,24,0,
2487,2015,Oct,25,20,14,9,12,9,0,80,62,44,1025,1020,1017,16,15,3,21,8,35,1.27,Rain
2488,2015,Oct,26,14,11,8,3,1,-1,66,51,36,1033,1030,1025,16,16,16,19,6,31,0,
2489,2015,Oct,27,15,11,7,6,3,-2,71,59,46,1035,1033,1032,16,16,16,16,7,24,0,
2490,2015,Oct,28,21,16,12,18,14,6,93,80,66,1031,1017,1004,16,8,1,23,11,45,35.56,"Fog , Rain"
2491,2015,Oct,29,23,18,14,19,12,-1,87,58,28,1007,1003,1001,16,15,3,27,10,48,1.02,Rain
2492,2015,Oct,30,16,13,9,2,-1,-2,50,42,33,1020,1013,1008,16,16,16,21,9,39,0,
2493,2015,Oct,31,13,9,6,4,0,-2,63,52,41,1024,1021,1018,16,16,16,16,5,26,0,
2494,2015,Nov,1,18,16,12,11,8,3,72,62,51,1017,1014,1011,16,16,16,26,8,37,0,
2495,2015,Nov,2,17,15,12,9,6,5,72,59,46,1020,1018,1016,16,16,16,13,3,23,0,
2496,2015,Nov,3,22,16,9,7,6,6,74,55,35,1024,1022,1020,16,16,16,13,4,21,0,
2497,2015,Nov,4,21,17,13,13,9,7,87,64,40,1029,1027,1025,16,15,6,14,4,23,0,
2498,2015,Nov,5,22,18,13,17,15,12,93,83,73,1027,1024,1020,16,7,2,14,3,26,0.25,Rain
2499,2015,Nov,6,23,21,19,17,17,14,87,76,64,1020,1015,1009,16,13,8,23,8,42,0,
2500,2015,Nov,7,22,17,12,12,6,0,66,55,43,1021,1016,1013,16,16,16,19,7,31,0,
2501,2015,Nov,8,13,11,8,1,-1,-3,60,48,35,1030,1027,1022,16,16,16,24,6,37,0,
2502,2015,Nov,9,15,11,6,6,1,-3,70,50,30,1032,1029,1026,16,16,16,14,3,21,0,
2503,2015,Nov,10,14,12,11,12,10,5,96,79,61,1025,1016,1007,16,10,3,37,16,55,6.6,Rain
2504,2015,Nov,11,14,12,9,9,8,8,86,77,67,1015,1010,1007,16,12,2,21,8,29,10.92,Rain
2505,2015,Nov,12,16,13,11,12,10,4,96,82,67,1015,1008,1000,16,15,5,27,9,45,0.25,Rain
2506,2015,Nov,13,14,11,8,3,-2,-6,55,43,30,1010,1005,1001,16,16,16,32,17,58,0,
2507,2015,Nov,14,9,8,6,-2,-5,-7,53,44,34,1025,1018,1010,16,16,16,34,13,52,0,
2508,2015,Nov,15,14,9,4,-1,-2,-4,64,49,33,1026,1024,1022,16,16,16,21,8,35,0,
2509,2015,Nov,16,19,15,11,4,1,-4,50,40,29,1027,1023,1021,16,16,16,23,7,31,0,
2510,2015,Nov,17,11,8,4,1,-2,-5,65,49,33,1035,1033,1028,16,16,16,27,10,34,0,
2511,2015,Nov,18,14,11,8,10,6,1,72,65,57,1034,1031,1027,16,16,16,21,8,34,0,
2512,2015,Nov,19,18,16,14,16,14,10,93,83,72,1027,1019,1014,16,9,2,27,9,48,31.75,Rain
2513,2015,Nov,20,18,13,8,16,1,-8,90,57,24,1024,1019,1014,16,16,13,24,9,35,0,
2514,2015,Nov,21,12,9,6,5,-1,-4,63,50,36,1026,1022,1014,16,16,16,26,10,35,0,
2515,2015,Nov,22,13,9,6,10,2,-6,89,62,34,1014,1012,1011,16,16,13,21,10,34,0.76,Rain
2516,2015,Nov,23,7,4,1,-6,-9,-14,52,37,22,1024,1017,1012,16,16,16,21,9,37,0,
2517,2015,Nov,24,8,4,0,-5,-7,-9,56,45,33,1034,1028,1024,16,16,16,19,6,26,0,
2518,2015,Nov,25,10,6,2,1,-3,-6,65,51,37,1043,1040,1034,16,16,16,14,4,21,0,
2519,2015,Nov,26,16,11,5,11,6,-1,86,71,55,1044,1041,1037,16,16,13,13,5,23,0,
2520,2015,Nov,27,18,14,11,10,8,5,89,69,48,1037,1031,1024,16,15,10,14,6,29,0,
2521,2015,Nov,28,17,12,6,11,8,3,88,77,63,-,-,-,-,-,-,-,-,-,0.51,
2522,2015,Nov,29,9,6,3,4,-2,-6,87,61,39,-,-,-,-,-,-,-,-,-,T,
2523,2015,Nov,30,7,4,1,2,-1,-5,70,66,62,1029,1028,1026,-,-,-,21,9,31,0,
2524,2015,Dec,1,11,9,7,8,6,3,93,82,70,1027,1022,1016,-,-,-,19,11,31,8.38,Rain
2525,2015,Dec,2,14,11,8,13,9,6,93,90,86,1016,1009,1004,-,-,-,14,5,27,3.56,Rain
2526,2015,Dec,3,13,10,7,7,1,-3,89,66,42,1024,1013,1004,-,-,-,26,14,43,T,
2527,2015,Dec,4,11,8,6,-1,-2,-2,62,52,41,1035,1030,1024,-,-,-,19,7,29,0,
2528,2015,Dec,5,11,8,4,0,-1,-2,65,53,41,1039,1037,1036,-,-,-,14,4,19,0,
2529,2015,Dec,6,12,8,4,1,0,-1,79,60,41,1036,1030,1024,-,-,-,19,5,26,0,
2530,2015,Dec,7,12,9,6,1,-1,-4,70,51,32,1024,1020,1017,-,-,-,16,6,26,0,
2531,2015,Dec,8,9,7,5,0,-1,-2,62,56,50,1020,1020,1018,-,-,-,21,7,29,0,
2532,2015,Dec,9,13,9,4,8,3,-1,76,61,46,1022,1019,1015,-,-,-,21,7,35,0,
2533,2015,Dec,10,16,13,11,7,6,4,77,62,47,1016,1014,1013,-,-,-,19,7,29,T,
2534,2015,Dec,11,16,13,10,7,7,6,77,66,55,1016,1013,1012,14,13,11,21,8,32,0,
2535,2015,Dec,12,19,16,13,9,8,7,67,58,48,1021,1020,1017,14,11,8,14,3,26,T,
2536,2015,Dec,13,19,16,13,10,8,7,67,60,52,1022,1021,1019,16,12,6,19,5,29,0,
2537,2015,Dec,14,19,16,12,17,12,8,90,78,66,1019,1010,996,16,7,1,21,7,31,8.38,Rain
2538,2015,Dec,15,20,16,12,17,6,2,87,63,39,1012,1001,994,16,15,2,34,17,55,2.29,Rain
2539,2015,Dec,16,12,10,8,7,3,-1,80,62,44,1021,1019,1013,16,14,4,23,9,35,1.02,Rain
2540,2015,Dec,17,15,13,10,13,11,5,87,78,68,1018,1011,1004,16,9,1,19,8,29,30.73,Rain
2541,2015,Dec,18,14,9,3,11,1,-8,83,61,39,1010,1007,1004,16,16,16,27,11,42,T,Rain
2542,2015,Dec,19,4,3,2,-6,-9,-11,48,41,34,1025,1018,1010,16,16,16,32,15,48,0,
2543,2015,Dec,20,6,4,1,-6,-8,-9,48,41,33,1033,1031,1026,16,16,16,27,10,42,0,
2544,2015,Dec,21,13,9,4,7,0,-7,67,54,41,1030,1024,1019,16,16,16,27,12,47,0,
2545,2015,Dec,22,17,14,12,13,11,7,86,76,66,1020,1016,1012,16,12,1,23,8,32,4.83,Rain
2546,2015,Dec,23,18,14,11,16,12,9,93,87,80,1024,1018,1010,10,5,1,16,6,27,39.37,Rain
2547,2015,Dec,24,22,20,17,18,16,9,93,73,52,1020,1014,1010,16,14,5,24,7,43,0.25,Rain
2548,2015,Dec,25,19,17,14,14,12,9,87,74,60,1024,1022,1019,16,13,3,13,1,19,0.25,Rain
2549,2015,Dec,26,15,12,8,8,2,-1,71,57,43,1034,1030,1025,16,16,11,24,13,35,T,Rain
2550,2015,Dec,27,16,12,8,13,9,1,96,79,61,1026,1016,1009,16,8,2,24,9,42,3.05,Rain
2551,2015,Dec,28,8,4,1,-1,-4,-8,75,56,36,1033,1029,1020,16,16,10,29,13,45,0.76,Rain
2552,2015,Dec,29,8,4,1,6,3,-2,92,87,82,1029,1020,1013,16,7,3,29,11,39,11.43,Rain
2553,2015,Dec,30,9,6,3,7,4,2,86,81,76,1027,1023,1018,16,9,3,14,7,21,4.83,Rain
2554,2015,Dec,31,9,7,6,6,3,-3,92,71,49,1019,1018,1016,16,14,4,23,9,32,0.76,Rain
2555,2016,Jan,1,6,3,1,-3,-5,-9,59,52,44,1018,1017,1015,16,16,16,27,12,42,0,
2556,2016,Jan,2,4,2,0,-7,-8,-9,52,46,40,1019,1016,1014,16,16,16,24,11,37,0,
2557,2016,Jan,3,7,4,2,-5,-6,-7,56,47,37,1014,1011,1009,16,16,16,27,13,42,0,
2558,2016,Jan,4,2,-4,-10,-5,-13,-18,59,44,28,1027,1017,1011,16,16,16,34,14,50,0,
2559,2016,Jan,5,-2,-7,-12,-17,-19,-21,58,41,24,1037,1035,1031,16,16,16,32,8,48,0,
2560,2016,Jan,6,5,1,-4,-13,-16,-18,50,35,19,1035,1033,1030,16,16,16,21,6,29,0,
2561,2016,Jan,7,8,4,-1,-6,-12,-16,44,33,22,1029,1025,1023,16,16,16,11,4,-,0,
2562,2016,Jan,8,8,4,-1,4,-2,-8,70,64,58,1023,1023,1022,16,16,16,23,7,34,0,
2563,2016,Jan,9,8,7,4,6,3,0,83,77,70,1024,1021,1018,16,14,6,24,13,32,T,Rain
2564,2016,Jan,10,15,10,4,13,8,-5,93,71,49,1016,1002,991,16,7,1,35,16,56,45.72,Rain
2565,2016,Jan,11,4,1,-3,-7,-13,-17,49,37,25,1020,1013,1003,16,16,16,32,17,56,0,
2566,2016,Jan,12,7,2,-4,-2,-9,-17,75,53,31,1019,1011,1004,16,16,16,35,10,56,T,
2567,2016,Jan,13,-1,-3,-6,-14,-16,-17,52,42,31,1016,1014,1007,16,16,16,34,16,56,0,
2568,2016,Jan,14,3,-1,-6,-6,-11,-17,55,47,39,1015,1014,1012,16,16,16,24,8,37,T,
2569,2016,Jan,15,11,6,1,4,-1,-7,76,62,48,1014,1010,1000,16,15,11,19,8,29,T,
2570,2016,Jan,16,11,8,6,5,3,-2,89,70,50,1008,1000,994,16,12,3,24,11,35,6.1,Rain
2571,2016,Jan,17,6,2,-1,-2,-5,-8,85,66,47,1012,1008,1005,16,13,1,21,9,31,1.27,"Fog , Snow"
2572,2016,Jan,18,-1,-4,-8,-4,-14,-19,78,53,27,1015,1010,1005,16,15,3,35,19,56,T,Snow
2573,2016,Jan,19,-2,-6,-9,-12,-16,-18,53,42,31,1020,1017,1014,16,16,16,32,18,55,0,
2574,2016,Jan,20,3,0,-3,-9,-9,-11,58,49,40,1023,1020,1018,16,16,16,23,9,35,0,
2575,2016,Jan,21,2,-1,-3,-10,-12,-15,55,45,35,1024,1021,1018,16,16,16,24,10,37,0,
2576,2016,Jan,22,-1,-3,-6,-8,-14,-16,47,41,34,1026,1023,1019,16,14,2,26,10,35,0.25,Snow
2577,2016,Jan,23,-3,-3,-4,-4,-6,-9,92,78,63,1019,1008,1002,8,1,0,40,25,68,58.67,"Fog , Snow"
2578,2016,Jan,24,2,-2,-7,-8,-12,-14,68,53,38,1019,1013,1007,16,14,4,27,9,45,T,Snow
2579,2016,Jan,25,4,1,-2,-3,-8,-10,64,54,44,1026,1024,1020,16,15,13,14,5,27,0,
2580,2016,Jan,26,9,6,3,-1,-2,-4,62,56,50,1022,1017,1013,16,16,14,26,10,47,0,
2581,2016,Jan,27,8,5,1,0,-6,-9,58,45,31,1020,1017,1013,16,16,13,24,11,40,T,Rain
